Chip Run Info,F:\Biomark data\Fluidigm Backup\To be deleted 150412\20150409_OX1407_plate2_sort 150115_AG\ChipRun.bml,1362043436,96.96 (136x),GE 96x96 Standard v1,ROX,FAM-MGB,4/9/2015 6:15:16 PM,01:32:15,BIOMARK117
Application Version,4.1.3
Application Build,20140305.1515
Export Type,Heatmap Results : Inlet-based View
Quality Threshold,0.65
Baseline Correction Method,Linear (Derivative)
Ct Threshold Method,User Data (Detectors)


FAM-MGB Ct
,,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,,
,,ADAM10,ADAT1,AHI1,AIFM2,ALOX5,ARF4,ARL11,ASXL2,ATG3,BCL2,BCL6,CCDC152,CD164,CD244,CD33,CD34,CD44,CD47,CD52,CD90,CD99,CDK4,CDK6,CDKN1B,CHEK1,CKLF,CLU,CRKL,CSF3R,CSRP1,CTNNB1,CXCR4,DDX6,DPP4,EMP3,EPT1,ERG,FCER1A,FREM1,GAS2,GAS5,GOLGA8A,H2AFY,HAVCR2,HIF1A,HSP70,HSP90AB1,IFITM1,IFITM2,IFNAR1,IGF1R,IL1RAP,IL2RA,LIMS1,MEF2D,MEIS1,MLLT3,MMRN1,MPL,MYC,MYCT1,MZB1,NUDCD2,PDK3,PFDN1,PIM1,POU2F1,PPP2CA,PRDX1,PREX2,PSMC4,PTPRE,PTRF,RGS2,RXFP1,SAT1,SELL,SELP,SERINC3,SERPINB1,SH2D3C,SIRT1,SLC22A1,SOD2,STK17B,TESPA1,TMEM17,TP53,TRIM22,VWF,BCR-ABL1 fusion,BCR,ABL1,HPRT1,GAPDH,B2M,,
10,10,17.2422417632374,17.9641883559641,999,999,18.515693220936,17.9762513661484,22.3263999705609,999,18.6680550694098,999,999,999,15.0102826626713,17.6588197765588,999,13.5212420462008,16.3116982394641,999,14.7153930840464,999,15.2179796376145,999,16.5426691592,19.9578580729441,999,17.1964052468409,15.7201450264603,25.8269498948651,15.6917230244565,16.9365406441259,16.8624785148265,18.9240883620322,14.3481684169049,999,16.9544825141828,999,16.4901168452936,15.4746510408227,17.0790618964871,999,10.8122610326535,16.5269000956502,15.5607460276104,999,16.2781951023607,999,13.3098057721682,14.8520218153324,11.3494172940662,999,17.0444176655736,999,999,15.2888427235687,17.3602612460268,999,15.6805782392748,16.2361387174471,18.4898654349496,15.435687674582,999,999,999,19.2788482697894,18.7735626057601,999,24.8839198951841,17.46939227588,13.0703633852721,16.9711734259912,17.8744874277351,999,17.5913393136008,999,17.143990230771,18.364696950454,999,999,14.4401799005065,13.9244112087601,16.4708409636015,999,999,14.5630940616878,16.6948457248997,15.7456409532629,999,16.5585539858154,14.346595442236,15.584036190249,999,15.8341736151316,999,999,13.6989767209707,13.2502398716367,,
11,11,15.2809636716326,999,999,999,999,999,17.0289343921095,17.5545253476746,16.3739790956301,999,999,999,14.2562965969152,17.4944640449112,999,14.7491772959854,15.9217807436707,16.8611641148577,14.6462866529428,999,16.4364970346413,17.985640254328,14.9032734986192,17.5649425481951,16.7663934515124,16.7713678297746,999,15.6300681270019,999,999,16.0903290271491,999,15.9836728612194,999,999,999,14.3781189801416,999,999,999,10.9343055396169,17.4467118962959,13.9635481672811,18.5416161474272,17.9251171190651,25.9068151410756,12.5677072601629,14.4847615459929,11.334274016065,18.930357952434,999,18.7064476742438,999,17.7659846059643,15.4812466939246,17.7402076875645,16.5274446410582,16.8933056274353,18.7486147559037,14.4199493236804,999,18.9924288432682,999,999,17.7639495214138,999,19.9418135541588,17.6051836174267,13.9825136566791,999,16.9506470247403,999,16.7214887986457,17.3207786672127,16.5730282611069,17.2373729153568,18.7564554052098,999,15.1247535012891,13.5095519379962,999,999,999,15.1327800246304,16.6612150549134,17.7530229554371,999,14.9228546738046,15.6707981047268,999,16.4243550791627,19.600776253751,999,19.2419637982314,12.9295379999982,11.9820948948241,,
12,12,16.0466058768469,999,999,999,999,999,18.1120663071522,17.6130003983258,16.7845316471852,999,999,999,12.9816723530035,15.1378332724253,18.0090419962929,13.4056642677293,16.6344490743354,999,14.0475315479489,999,15.064024501641,18.3564413283962,13.4102377114943,14.8320376959316,15.6079180211537,15.1872891318464,15.8329089628502,15.0223799729254,999,18.3022419580684,16.37790376707,16.260690870555,13.8038819358084,999,21.6726350140115,16.9655181751154,14.9255046485059,999,16.2329327029441,999,11.1413721371322,16.965507580386,14.8464851302029,999,16.542934129264,25.4516579354963,13.1388206393492,14.0238261102245,11.2067109813708,19.4075409618718,16.4335908381508,999,999,14.9809434282605,17.4326885522827,999,15.7299446946104,17.1591981165142,17.8465190118672,14.6714487208274,999,999,17.1561253937204,17.8216677317295,16.5430826716539,999,999,15.9938379215561,12.3695344535383,17.3345480878007,16.8039246066249,999,16.3500992279999,15.6816602919376,16.725411532379,16.7393899998969,999,999,14.9081476668374,14.1724694880127,16.6654048130732,16.98704797956,999,13.9560912971534,16.8135080748236,17.8539762790831,20.2601378865618,14.719030021019,17.4457087265295,999,15.8823465165909,15.3841289344513,999,17.2525590727799,12.8666353994355,11.2427664727493,,
13,13,14.8932704321986,999,999,999,999,16.827105580943,17.1315051815113,16.5014216401593,17.1635783870515,17.4044266769231,999,999,14.9296638043949,999,999,14.1780078648143,15.9229609092113,999,15.8388760113143,999,14.3887864707922,17.6109813126596,12.968544085378,16.2078780340946,14.2636349596495,16.5341581626133,14.6941388355528,14.4566660421744,999,999,15.4692502317563,999,14.1900329350737,999,16.8821811497243,999,999,13.2633131703699,16.3117945688958,999,11.0479263379165,17.0378110403212,14.8280293831019,999,16.2085684066179,999,12.6119835451511,15.7646424559535,10.5558607629725,17.5458985232464,999,999,999,14.8115579294415,15.8532939425098,999,15.8399837076352,15.3701164167624,19.4107923626879,16.3722219975985,999,999,999,18.4345010905924,19.0462903384903,999,19.5835862608072,15.3282137604332,14.3704004334621,999,16.4578178503528,999,15.648335664023,999,16.7985578346656,17.8543892636506,999,999,14.2247731567319,13.0191554476823,999,18.4687115267186,999,13.949178652155,16.906578163744,14.4909650684211,999,13.5346271429855,17.7329940545916,999,16.0362554951099,16.0195845695471,17.6599791777619,17.9692336657176,12.57731730127,11.4749706527662,,
14,14,15.7373226386799,999,999,999,999,999,22.7214624514764,15.5388568048626,18.2769826225037,999,999,999,14.0471603596355,999,999,14.913555598289,14.6131651899201,999,15.0356083819284,20.9814803696512,16.5825590153943,999,16.6575571726796,17.3210267988011,999,26.6182985784091,14.8622145007012,15.2671774053977,15.2087537563017,999,16.5984779596765,18.1642810705937,13.9167790564733,999,17.8319365297211,999,14.7784351886959,12.954599116571,16.3729579944542,999,11.109259634545,17.2254686059435,16.833112069601,999,17.2824811622188,999,13.8371890856713,14.9456244465793,12.2965133893002,999,16.9101407842591,999,999,16.1943466208298,15.291057042217,17.3532427677483,14.1724437245804,15.4633947662006,999,16.1233832923306,999,999,16.4296107434756,999,18.336270082,999,999,999,13.5236432120225,17.190215312636,999,999,16.5350529544148,999,999,999,17.8117565935505,15.7321000877839,13.7775822126957,15.7268553781496,999,999,999,14.6118884314229,16.7896308304258,999,999,15.6208364605122,13.6182110744292,999,15.2044465305392,15.3538164957196,999,17.9468549425814,15.5649738157215,12.1898158617559,,
15,15,16.6940099352602,999,999,999,999,17.449310448351,26.0251246146715,999,15.2224648835815,999,999,999,11.8757344140799,17.1471392548704,999,13.7818394944486,16.9626163935246,17.3677160101161,14.8441591942755,25.2306259257871,14.5601309760709,17.6528713356993,13.0219030172968,999,12.4618818901843,15.654878528826,13.9706566614936,14.2253616181495,999,17.7929495176068,15.1898397836448,15.0711775880711,11.9105156519834,999,15.8361386611074,999,15.7971757634593,11.0181376879109,15.8729300384083,999,10.433820818391,17.773049595716,13.665349371834,999,15.0073765256112,18.5960452753805,11.3636220996621,14.5148708641941,9.855594199722,999,999,18.4212261061808,999,13.6676169803249,999,999,14.1358346216904,14.6151264641536,999,13.4466056302999,999,999,14.5340248367394,18.9136336837194,16.5851038390804,17.1909173049633,18.2802331934334,16.5102757140117,11.8936271749842,999,17.0092074546489,999,14.4406240714368,14.8104890680537,15.552985096557,999,999,999,13.7827035432434,12.7910345502925,999,17.9594527792711,999,12.5039368420356,18.6333274868672,14.7906933625451,999,13.5286455723943,999,999,999,15.2506334519435,999,17.4274595243827,12.1703962205143,10.641020140139,,
16,16,15.8476044935808,999,999,999,999,999,999,999,18.0123557159172,999,999,999,14.3293858436424,999,999,14.6588022406069,16.0702841638567,999,15.7181283193752,999,999,999,14.0943025044094,15.3433604537215,999,999,14.8198557302069,15.8498042176728,999,999,16.7135186693225,999,13.7783213355656,999,17.7732109992014,999,14.6608473194201,12.3146836692646,16.2262056309344,15.8807654995036,11.2830225070193,16.4475330606698,16.7590579136769,999,15.8261986051657,999,13.8385032487639,15.9139038952522,12.6862105197908,18.3415471150964,999,999,999,14.739539216878,14.6100201377757,999,14.8610589229043,16.371425337326,999,999,999,999,16.4679130498049,19.532817474756,19.9960624337094,18.5421084105811,19.3960267835395,999,14.1473376237173,16.7854182847093,999,999,16.7922136340092,999,13.7309497755126,999,18.8159986076556,17.7118899478395,16.170562915501,15.6975891688377,999,18.9799719021593,999,12.6976265814846,16.8334091081539,16.6694775300656,999,17.1585906770761,13.6885926049569,999,999,17.1078014217816,999,17.916060360465,14.885787237854,12.5533190980137,,
17,17,16.8454378340217,999,999,999,999,18.3973716129503,999,16.8232136608898,17.2194956270877,999,999,999,15.8355737200018,17.3653604913137,999,14.3048468780029,15.0166557519719,22.3367890646675,13.5580765072112,27.5587520510792,13.321995835658,999,22.8906606719504,16.8828062782602,999,15.3570617152327,999,15.2175880424905,999,999,16.3636357993411,13.9472580991558,14.6518334042868,999,16.6981829185471,999,17.3300328879199,999,999,999,13.3179151265558,16.8726159197914,17.7182265612546,999,16.2468732835548,999,16.6428947896154,17.291862900433,14.3391101669681,17.2572793788422,15.4240894713892,999,999,15.4974421263836,13.8936309740185,999,17.882915145404,16.0408098564388,999,999,999,17.7653038422169,17.2111044818159,999,19.0357733826176,999,999,16.2607922004689,15.8846624923672,999,999,999,999,12.3853322155411,999,16.9604707155927,999,999,14.497315716566,999,999,999,999,999,14.3828912213964,999,999,999,15.2060455184515,999,999,15.8445413010295,999,999,14.1527309326837,12.2386054832725,,
18,18,14.9028197814546,18.1539723108929,999,999,999,16.2181975331936,999,16.4734392338872,15.9154036658688,18.4961070788201,999,999,13.3758937793884,999,999,14.3919425060799,16.2958503538266,999,16.4151882250166,18.9977502745411,14.2675601880922,15.8599327588939,13.2666165209871,15.4617448283158,12.275595474438,16.6546889449332,14.410322843812,13.5055826264529,999,15.5366177303829,15.031943582521,16.7759209853115,11.9657216045045,999,13.6273718940525,999,14.9807551163794,10.7270109301359,16.0729664401472,999,10.461828898191,17.187127998075,18.1947844321893,999,16.5557809499072,17.8098945385214,11.5104716407718,17.0730487678434,11.6033189178401,16.9731158356982,15.8278252256908,999,999,15.5474887069998,16.9499571165563,999,17.9639106402462,17.1136676499749,18.1045425224848,12.7416379789737,999,999,13.8795011418171,16.6143458148174,16.2503695124727,17.7914006111623,17.8493885917214,17.7546381849192,12.2221658559105,999,15.7391963407576,999,14.8891898004,999,16.6098126212006,16.7844096172204,999,999,13.5413263984225,13.75383479739,999,18.1307328490035,999,14.3504136813394,16.5171059024737,15.2109672996546,999,12.3891324272826,999,999,14.6965878778403,15.6974715570129,18.3660165541842,15.9318205782932,11.173644255292,9.83580457173596,,
19,19,16.9088610198429,999,999,999,999,18.3439236152359,23.0453087042709,999,16.8034105967611,999,999,999,14.3744265349221,999,999,999,999,999,17.4355240539298,999,999,999,16.7023303663649,17.13219592348,999,999,999,16.781133304231,999,999,15.7898916958347,14.5254261984404,999,999,999,999,999,999,999,999,16.573239126838,17.8113794964823,17.9908278899835,999,16.2742871039926,17.7672557535776,15.2711936962581,17.1534403099688,16.2597421819651,999,999,999,999,999,15.3320868159407,999,999,999,999,15.3949012192015,999,999,999,18.7937567613658,999,999,999,15.8891689367957,999,16.9997926216114,999,999,999,16.6193615796813,17.7128444013843,13.1324285296491,999,999,999,15.339773009174,999,17.6674983001411,999,14.3967228744964,14.6086250827338,999,999,999,14.977317096076,999,999,17.9900200458006,20.6471317902588,999,14.3752441785172,15.3911910907545,,
