gene	meanA	meanB	log2fc	nCellA	nCellB	expCellA	expCellB	expFractionCellA	expFractionCellB	chisq.test.p	fisher.test.p	wilcox	fisher	p.adjust
PTBP3	2.11723490108628	0.99736235780645	-1.11987254327983	477	155	207	35	0.433962264150943	0.225806451612903	5.71923472520907e-06	2.73170930416457e-06	2.70206155083547e-06	1.9657794145792e-10	3.10886965067258e-09
LANCL1	1.51958955782838	0.466816304958377	-1.05277325287001	477	155	140	17	0.293501048218029	0.109677419354839	6.97674733023979e-06	1.88943318423648e-06	3.94006372097032e-06	1.98198655845574e-10	3.13171493894305e-09
ST13	4.5531365605257	2.97290103451722	-1.58023552600848	477	155	384	95	0.805031446540881	0.612903225806452	2.10146460340851e-06	2.84201490687448e-06	2.65252353947535e-06	2.00607300604488e-10	3.16414851423726e-09
PCMTD1	2.25587716714888	3.89654657612824	1.64066940897936	477	155	217	99	0.454926624737945	0.638709677419355	0.000103117133824229	9.58292369276403e-05	8.04253212454104e-08	2.04923077819145e-10	3.22935516960382e-09
CSNK1A1	2.51862696739391	1.16569020725413	-1.35293676013978	477	155	215	37	0.450733752620545	0.238709677419355	4.45045660045578e-06	2.07128075670983e-06	3.72825425592438e-06	2.05311096052422e-10	3.23260411286789e-09
CYFIP2	2.03375658826108	0.904232875094544	-1.12952371316654	477	155	190	30	0.39832285115304	0.193548387096774	5.30412224846645e-06	2.63816444173436e-06	3.06672248482803e-06	2.14725009718314e-10	3.37484683709351e-09
ATIC	2.20680866424625	0.999484296872275	-1.20732436737397	477	155	169	24	0.354297693920335	0.154838709677419	4.56754310596834e-06	1.25777557215235e-06	6.46948344529873e-06	2.15916077215692e-10	3.39056907118918e-09
RBM5	2.36944922788335	1.26841739435294	-1.10103183353041	477	155	199	31	0.417190775681342	0.2	1.69729837219709e-06	7.66076397313108e-07	1.10398613677307e-05	2.24086514774271e-10	3.50956994416514e-09
UQCC2	2.75849153447462	1.47540329973531	-1.28308823473931	477	155	219	36	0.459119496855346	0.232258064516129	9.23345059853944e-07	4.73813202217203e-07	1.87323780953855e-05	2.34740563602687e-10	3.66030549000119e-09
HTATSF1	1.95154439969698	0.815031369689727	-1.13651303000726	477	155	161	22	0.337526205450734	0.141935483870968	5.05864134813031e-06	1.3749597018886e-06	6.74248858658451e-06	2.44783799011855e-10	3.8035636461842e-09
HLA-C	3.58359794504988	4.96542479549817	1.38182685044829	477	155	399	143	0.836477987421384	0.92258064516129	0.0113217481144755	0.00777467982763783	1.2010643767746e-09	2.46491754454945e-10	3.82675757833285e-09
CD82	4.12382355587243	2.62711827560522	-1.49670528026721	477	155	471	151	0.987421383647799	0.974193548387097	0.437712506866982	0.270282132418811	3.48943177857523e-11	2.48863861725546e-10	3.85684743333331e-09
SCHIP1	0.611408027900974	1.61788697957474	1.00647895167377	477	155	58	43	0.121593291404612	0.27741935483871	7.69867549457096e-06	1.3155212324655e-05	7.32091017561287e-07	2.53926524860782e-10	3.92300199465249e-09
SNHG6	3.96231831227023	2.0957043945759	-1.86661391769433	477	155	302	67	0.633123689727463	0.432258064516129	1.60490357505757e-05	1.44858338773032e-05	7.3563636265844e-07	2.7988648779247e-10	4.31131907018973e-09
METAP2	2.46856121457788	1.42246519853058	-1.0460960160473	477	155	219	37	0.459119496855346	0.238709677419355	1.91610986357389e-06	8.4155396685201e-07	1.35692595924367e-05	2.99135841043822e-10	4.59588479722989e-09
SDHA	2.47349863035215	1.41971951877584	-1.05377911157631	477	155	225	39	0.471698113207547	0.251612903225806	2.21283115760419e-06	9.81188091710269e-07	1.27657194481893e-05	3.26958119902167e-10	4.9845690732255e-09
TP53INP1	1.00610094464946	2.68814272252946	1.68204177788	477	155	105	60	0.220125786163522	0.387096774193548	6.16312220467578e-05	8.6818006992307e-05	1.59779150397438e-07	3.60680619280932e-10	5.47519956305538e-09
TCF4	1.5072863555395	2.99298435065963	1.48569799512013	477	155	176	84	0.368972746331237	0.541935483870968	0.000209101785903789	0.000168512110813422	8.37374686899e-08	3.66655605730826e-10	5.55641095266083e-09
DAP3	3.01167239099078	1.75693174225711	-1.25474064873367	477	155	317	70	0.664570230607966	0.451612903225806	3.60953840833966e-06	3.06033824313783e-06	4.80827064584588e-06	3.8173715950679e-10	5.73121600286546e-09
ERH	2.79014180139657	1.20390226581665	-1.58623953557992	477	155	237	46	0.49685534591195	0.296774193548387	2.05356949694585e-05	1.18364472756394e-05	1.33320266952089e-06	4.08274072394474e-10	6.10898982397657e-09
CAPZA2	4.49412725925861	2.90775234748606	-1.58637491177255	477	155	339	76	0.710691823899371	0.490322580645161	8.54995619389378e-07	9.34946629568434e-07	1.69311888071032e-05	4.09502057880431e-10	6.12221074927043e-09
TXNL1	3.29039603514586	1.72936626762745	-1.56102976751841	477	155	255	49	0.534591194968553	0.316129032258064	3.54083596360752e-06	2.13793482465412e-06	7.51660765264534e-06	4.15475284741326e-10	6.20629299290908e-09
HMGB2	5.03259444638115	3.22953973132222	-1.80305471505893	477	155	366	88	0.767295597484277	0.567741935483871	2.65663383077207e-06	3.18225823176147e-06	5.11161633441342e-06	4.20357064914919e-10	6.26868052510705e-09
PPP2R1A	2.24657639102921	1.10354637462325	-1.14303001640596	477	155	178	26	0.373165618448637	0.167741935483871	3.26581977162684e-06	1.04619738432323e-06	1.58291134037532e-05	4.27655312440598e-10	6.3721716965164e-09
SCFD1	2.48212527945914	1.16778091987886	-1.31434435958028	477	155	213	37	0.446540880503145	0.238709677419355	6.7110946937733e-06	3.21223370509094e-06	5.56871208443131e-06	4.60560501658669e-10	6.82243623123708e-09
DEPTOR	1.62825883158588	0.577679564490936	-1.05057926709494	477	155	157	22	0.329140461215933	0.141935483870968	1.12664206228088e-05	3.33399163253977e-06	5.6991842529252e-06	4.8807055222039e-10	7.21192197528649e-09
RPLP0	10.9127801955751	9.8791531469837	-1.03362704859138	477	155	477	154	1	0.993548387096774	0.553464361218689	0.245253164556963	8.18449284389775e-11	5.14497312734848e-10	7.57721974413808e-09
CASP6	2.58374767268839	1.31222695929024	-1.27152071339814	477	155	338	82	0.708595387840671	0.529032258064516	5.93052571955089e-05	5.60806654338314e-05	3.71973683890652e-07	5.33886971316128e-10	7.84977237561248e-09
CORO1C	1.84994686973378	0.692705400248992	-1.15724146948479	477	155	191	32	0.40041928721174	0.206451612903226	1.75793575339103e-05	7.76131347048177e-06	2.70016822919327e-06	5.36255570864196e-10	7.87157640601317e-09
MRPL48	2.20638610125844	0.864326136415704	-1.34205996484273	477	155	180	28	0.377358490566038	0.180645161290323	9.44158395664303e-06	3.36261110753312e-06	6.31607497747487e-06	5.4317909817153e-10	7.95350218212284e-09
GSTO1	5.27895750731839	3.13300041471111	-2.14595709260728	477	155	383	98	0.80293501048218	0.632258064516129	2.4355507523536e-05	3.23011032553729e-05	6.60595580818694e-07	5.45623169402726e-10	7.98271395827396e-09
RPL24	8.94690835341758	7.31289776366203	-1.63401058975556	477	155	474	146	0.993710691823899	0.941935483870968	0.000166916021794034	0.000290316700757601	7.43204269039635e-08	5.51481792578676e-10	8.0485552913617e-09
NIT2	2.8002592165449	1.30169988854313	-1.49855932800177	477	155	225	41	0.471698113207547	0.264516129032258	8.77683602467354e-06	6.05468538743701e-06	3.63466043481141e-06	5.62044571284309e-10	8.18926581897531e-09
PLEK	3.2408363164612	1.68988900718872	-1.55094730927247	477	155	244	47	0.511530398322851	0.303225806451613	9.53470631734542e-06	7.47479923105567e-06	3.01481363456008e-06	5.75005070781925e-10	8.36169292310325e-09
HSH2D	3.0215828954669	1.62114638924401	-1.40043650622289	477	155	324	77	0.679245283018868	0.496774193548387	6.27387092971571e-05	5.36654944135309e-05	4.20134737626772e-07	5.75289741502884e-10	8.36169292310325e-09
NKTR	2.85287991838449	1.73666033673394	-1.11621958165055	477	155	271	53	0.568134171907757	0.341935483870968	1.56922806117358e-06	1.27361503939312e-06	1.81632022976354e-05	5.89652867154686e-10	8.54948561708133e-09
LTA4H	3.34799040113649	1.79706103673527	-1.55092936440122	477	155	256	50	0.536687631027254	0.32258064516129	5.588738380903e-06	3.43142322754969e-06	6.91892692542921e-06	6.0455524676333e-10	8.75841407209858e-09
PCBD1	1.76621825287349	0.718653348681385	-1.04756490419211	477	155	151	20	0.316561844863732	0.129032258064516	8.13437512016759e-06	2.28288050306314e-06	1.04488743992488e-05	6.0728918111172e-10	8.78370421760938e-09
FNBP1	1.9922021074879	0.734802181592952	-1.25739992589495	477	155	245	51	0.513626834381551	0.329032258064516	9.28598966149553e-05	6.46248491809874e-05	3.97419402245556e-07	6.51972000983363e-10	9.41466636026016e-09
CERS2	1.83348913852766	0.742894929266025	-1.09059420926163	477	155	147	19	0.308176100628931	0.12258064516129	8.33412813085156e-06	1.93988736220443e-06	1.35912165388306e-05	6.68600061271213e-10	9.6313085001273e-09
RPL23AP7	2.04105615496784	0.951300245541035	-1.08975590942681	477	155	220	40	0.461215932914046	0.258064516129032	1.23507599355439e-05	6.1092118331828e-06	4.36314488903066e-06	6.75661286825827e-10	9.71727753609701e-09
RPL14	8.29580845641796	6.52910089082028	-1.76670756559768	477	155	472	146	0.989517819706499	0.941935483870968	0.00145905499622198	0.00164943496866227	1.64949659258226e-08	6.89095655296997e-10	9.9024772583342e-09
RPL11	9.68979760201172	8.3144729369011	-1.37532466511062	477	155	477	151	1	0.974193548387097	0.00331673034533811	0.00351277072976606	8.09414458152468e-09	7.1888186603311e-10	1.02808781518259e-08
SMC3	2.39562498248905	1.18158898418128	-1.21403599830777	477	155	203	34	0.425576519916143	0.219354838709677	6.42803039896564e-06	2.62967021605283e-06	1.08125878316215e-05	7.18898039081882e-10	1.02808781518259e-08
CYBA	0.835910098574541	2.0268387225951	1.19092862402056	477	155	108	63	0.226415094339623	0.406451612903226	1.87577211317518e-05	2.68798501007002e-05	1.17679031789696e-06	7.96392904671838e-10	1.1307252614574e-08
DPYSL2	2.20184449180998	3.97690563737056	1.77506114556058	477	155	207	92	0.433962264150943	0.593548387096774	0.000766596207301473	0.000604519321598896	5.60418358022709e-08	8.50626454145727e-10	1.20388024274637e-08
FKBP11	1.90152289039829	0.881729371202748	-1.01979351919554	477	155	197	33	0.412997903563941	0.212903225806452	1.07181949493304e-05	5.43124995136323e-06	6.50912275743614e-06	8.86137617666029e-10	1.24521599143331e-08
BST2	3.89404797100236	2.13953191711065	-1.7545160538917	477	155	294	62	0.616352201257862	0.4	3.74823997958278e-06	2.86894574194041e-06	1.26199330616997e-05	9.06660948827021e-10	1.2710414058635e-08
EPRS	2.04869484206997	0.939660086726687	-1.10903475534329	477	155	183	29	0.383647798742138	0.187096774193548	1.05920433669422e-05	3.83011870939964e-06	9.49142599659123e-06	9.10204051408646e-10	1.27500293284792e-08
GINS2	1.44781157087464	0.428253464038908	-1.01955810683573	477	155	123	14	0.257861635220126	0.0903225806451613	1.82228572433736e-05	3.52592062418475e-06	1.03512482038944e-05	9.136746036017e-10	1.27885667351369e-08
C11orf49	1.60900991661813	0.532370409469841	-1.07663950714829	477	155	133	16	0.278825995807128	0.103225806451613	1.26793932870903e-05	3.64669963968478e-06	1.03753957602881e-05	9.45814098240557e-10	1.32072202751957e-08
LOC284454	3.12014515991624	2.0562545015806	-1.06389065833565	477	155	448	128	0.939203354297694	0.825806451612903	3.27703234167602e-05	5.96024469697977e-05	6.75042390904427e-07	1.00329171249521e-09	1.39878537108351e-08
IMMP2L	1.50563271467703	0.344973087318133	-1.1606596273589	477	155	122	14	0.255765199161426	0.0903225806451613	2.21700323127881e-05	5.2962238135228e-06	7.96325134714674e-06	1.04970559147654e-09	1.45891842017881e-08
MTFR1L	1.88976929425375	0.787282617882682	-1.10248667637107	477	155	158	22	0.331236897274633	0.141935483870968	9.24198410473584e-06	3.25547571569881e-06	1.29850695266218e-05	1.0520326944599e-09	1.46101040443119e-08
HSP90B1	5.14474599307319	3.49879780001313	-1.64594819306006	477	155	372	90	0.779874213836478	0.580645161290323	1.98209420138308e-06	2.35778676918157e-06	1.83170248315709e-05	1.07388079874169e-09	1.489025357132e-08
RNA45S5	9.93926425903108	8.92141710173048	-1.0178471573006	477	155	477	155	1	1	NA	1	4.34349137913431e-11	1.07978142531923e-09	1.49255012569787e-08
C7orf73	5.29193133115496	3.64388548421022	-1.64804584694474	477	155	415	109	0.870020964360587	0.703225806451613	3.01215212181483e-06	6.83259847657278e-06	6.64553609249897e-06	1.12677366485542e-09	1.55508762938432e-08
BCKDHA	2.00167822809924	0.732183264781368	-1.26949496331787	477	155	159	23	0.333333333333333	0.148387096774194	1.59228671874657e-05	5.89170072236022e-06	8.79470714282815e-06	1.27898586683047e-09	1.75156030576104e-08
DHRS7	3.22423181448838	1.88952187719377	-1.33470993729461	477	155	265	52	0.555555555555556	0.335483870967742	3.03914469413683e-06	2.11000343257213e-06	2.46616252392738e-05	1.28420358141913e-09	1.75735202950781e-08
C14orf1	2.01946531654247	0.776962406167868	-1.24250291037461	477	155	163	24	0.341719077568134	0.154838709677419	1.51073785175516e-05	4.70365977127738e-06	1.12573225825498e-05	1.30585014820772e-09	1.78285654643168e-08
MAGED1	2.01359717779456	0.797627757730558	-1.215969420064	477	155	158	23	0.331236897274633	0.148387096774194	1.93323463321972e-05	6.11181254988022e-06	8.89244867729352e-06	1.33891946101641e-09	1.82520186648985e-08
TIMM23	4.91085486052907	3.29403994405992	-1.61681491646914	477	155	381	93	0.79874213836478	0.6	1.18867362306618e-06	1.99104437515975e-06	2.96901777161713e-05	1.451351388978e-09	1.96940628171549e-08
PTDSS1	2.11699030420231	1.08170334153504	-1.03528696266727	477	155	182	28	0.381551362683438	0.180645161290323	6.32716250730681e-06	2.17427790330878e-06	2.78897741690705e-05	1.48726348112147e-09	2.01506064332433e-08
EEF1B2	9.46736053880056	7.65199525574518	-1.81536528305538	477	155	477	150	1	0.967741935483871	0.000634430392379316	0.000844631178653941	7.72025524030752e-08	1.59455240868907e-09	2.1440819679922e-08
TM7SF3	2.59360361834068	1.20940533792126	-1.38419828041943	477	155	382	104	0.80083857442348	0.670967741935484	0.0012683152441309	0.00138487303222363	4.71462336889383e-08	1.59651927258092e-09	2.14510405059701e-08
MRPS18B	2.45513213500541	1.27194079922484	-1.18319133578057	477	155	207	35	0.433962264150943	0.225806451612903	5.71923472520907e-06	2.73170930416457e-06	2.48899270285615e-05	1.65979667858673e-09	2.2150559878797e-08
PTPN6	3.40365594065527	1.94484163682373	-1.45881430383154	477	155	267	54	0.559748427672956	0.348387096774194	7.45481012862767e-06	5.29210686360758e-06	1.310665658363e-05	1.69185180277498e-09	2.25444959866027e-08
MRPL54	2.48363324833165	1.08623297731568	-1.39740027101597	477	155	200	34	0.419287211740042	0.219354838709677	1.17267710257966e-05	5.93209693858902e-06	1.18296462022259e-05	1.71085937014576e-09	2.27807012462254e-08
TOMM20	2.65282371103107	1.55945791301789	-1.09336579801318	477	155	234	43	0.490566037735849	0.27741935483871	5.2850794696745e-06	2.86275836836051e-06	2.51927721838876e-05	1.75633511742653e-09	2.33337915152273e-08
HNRNPA3	3.60607301437643	2.38671287771526	-1.21936013666117	477	155	314	70	0.658280922431866	0.451612903225806	7.35261382442072e-06	7.51712193739668e-06	9.78838309332346e-06	1.79040717959982e-09	2.37686915792131e-08
RPF1	2.45159961451165	1.29702325459969	-1.15457635991196	477	155	198	32	0.415094339622642	0.206451612903226	4.34167563211087e-06	2.07991136311871e-06	3.58386294263349e-05	1.8128166806828e-09	2.40482308326995e-08
CHID1	1.43517590497085	0.408058703183559	-1.02711720178729	477	155	125	15	0.262054507337526	0.0967741935483871	2.74645621090544e-05	6.86637259864961e-06	1.10820088251808e-05	1.8489934410754e-09	2.44733487777783e-08
TAGLN2	6.13795219852205	3.97592769092199	-2.16202450760005	477	155	386	101	0.809224318658281	0.651612903225806	7.99933119998869e-05	0.000104120489816879	7.4476295163114e-07	1.88280715653107e-09	2.48515542386475e-08
GNG5	5.3628424957869	3.83449933410077	-1.52834316168613	477	155	395	96	0.828092243186583	0.619354838709677	1.08495994954651e-07	2.14460306628781e-07	0.000366107208138617	1.90539173189355e-09	2.51262933428337e-08
PAICS	3.59689608992013	2.17752243740957	-1.41937365251056	477	155	404	109	0.846960167714885	0.703225806451613	0.000114153007060131	0.000136542351022655	5.8595603499473e-07	1.94010124003864e-09	2.55461034392051e-08
SEPT11	2.20817607068105	1.14459802377292	-1.06357804690813	477	155	249	50	0.522012578616352	0.32258064516129	2.36012027448864e-05	1.84851872696495e-05	4.62769655867769e-06	2.06862040741488e-09	2.70755689128118e-08
UXT	4.43618281387461	2.39340388532335	-2.04277892855125	477	155	334	81	0.70020964360587	0.52258064516129	7.85414581408691e-05	8.98172944640139e-05	9.53187189322507e-07	2.07021662094799e-09	2.70755689128118e-08
CCT3	4.50920708631286	2.82145215140623	-1.68775493490663	477	155	354	86	0.742138364779874	0.554838709677419	1.67394576305295e-05	2.10081362534999e-05	4.21032553374304e-06	2.1359675173126e-09	2.78773557912987e-08
ERP29	2.54111142920113	1.16223032613776	-1.37888110306338	477	155	196	33	0.410901467505241	0.212903225806452	1.30596056460336e-05	5.63160418781742e-06	1.5836369068768e-05	2.15293400836906e-09	2.80575915929387e-08
TMX1	3.50434531115636	2.16925766010632	-1.33508765105004	477	155	400	107	0.838574423480084	0.690322580645161	9.24909304955552e-05	0.000112688651541593	7.93529004912512e-07	2.15843070146756e-09	2.81086184243863e-08
GABARAP	5.6166666388507	4.09843086267149	-1.51823577617921	477	155	410	102	0.859538784067086	0.658064516129032	5.37828066103314e-08	1.26849745528201e-07	0.000744728006712494	2.27506305158705e-09	2.95480812873148e-08
UGDH-AS1	6.06052184189404	4.88195914447164	-1.17856269742241	477	155	468	152	0.981132075471698	0.980645161290323	0.999999999999999	1	9.6309454830509e-11	2.31753819588159e-09	2.99829395705904e-08
OAZ2	1.80266224592416	0.63435565761836	-1.1683065883058	477	155	130	16	0.272536687631027	0.103225806451613	2.28387675218826e-05	5.68224112121558e-06	1.72978809468411e-05	2.3632130146236e-09	3.0551617853054e-08
GNAI2	2.51008887842067	1.49333118211785	-1.01675769630282	477	155	252	49	0.528301886792453	0.316129032258064	6.72090529075177e-06	5.02209629764522e-06	2.02035494651759e-05	2.43628820839924e-09	3.14049740337237e-08
DDX3X	4.15850037131814	2.8847557095636	-1.27374466175453	477	155	379	96	0.794549266247379	0.619354838709677	1.88245943396189e-05	2.54881938566872e-05	4.1679068727242e-06	2.54590152718048e-09	3.27941634399712e-08
